"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"HIVD","HIVD","","","",0,*,"","","","null {[]} {[]}
","HIV.D Care-Treatment Logical Model","Logical Model for HIV.D Care-Treatment data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVD.optimalRegimenForTransition","HIVD.optimalRegimenForTransition","","","",1,1,"","","","string {[]} {[]}
","Optimal regimen for transition","The optimal regimen for transition to DTG-based regimens for children established on ART","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE82
",,,,"HIVD.optimalRegimenForTransition",1,1,"",""
"HIVD.currentArtRegimenFirstSecondOrThirdLine","HIVD.currentArtRegimenFirstSecondOrThirdLine","","","",1,1,"","","","string {[]} {[]}
","Current ART regimen (first-, second-, or third-line)","ART regimen for treating clients living with HIV, based on national guidance","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE83
",,,,"HIVD.currentArtRegimenFirstSecondOrThirdLine",1,1,"",""
"HIVD.firstLineArtRegimenForAdultsAndAdolescents","HIVD.firstLineArtRegimenForAdultsAndAdolescents","","","",1,1,"","","","string {[]} {[]}
","First-line ART regimen for adults and adolescents","First-line ART regimen for adults and adolescents living with HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE84
",,,,"HIVD.firstLineArtRegimenForAdultsAndAdolescents",1,1,"",""
"HIVD.firstLineArtRegimenForChildren","HIVD.firstLineArtRegimenForChildren","","","",1,1,"","","","string {[]} {[]}
","First-line ART regimen for children","First-line ART regimen for children living with HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE85
",,,,"HIVD.firstLineArtRegimenForChildren",1,1,"",""
"HIVD.firstLineArtRegimenForNeonates","HIVD.firstLineArtRegimenForNeonates","","","",1,1,"","","","string {[]} {[]}
","First-line ART regimen for neonates","First-line ART regimen for neonates living with HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE86
",,,,"HIVD.firstLineArtRegimenForNeonates",1,1,"",""
"HIVD.secondLineArtRegimenForAdultsAndAdolescents","HIVD.secondLineArtRegimenForAdultsAndAdolescents","","","",1,1,"","","","string {[]} {[]}
","Second-line ART regimen for adults and adolescents","Second-line ART regimen for adults and adolescents living with HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE87
",,,,"HIVD.secondLineArtRegimenForAdultsAndAdolescents",1,1,"",""
"HIVD.secondLineArtRegimenForChildren","HIVD.secondLineArtRegimenForChildren","","","",1,1,"","","","string {[]} {[]}
","Second-line ART regimen for children","Second-line ART regimen for children living with HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE88
",,,,"HIVD.secondLineArtRegimenForChildren",1,1,"",""
"HIVD.thirdLineArtRegimen","HIVD.thirdLineArtRegimen","","","",1,1,"","","","string {[]} {[]}
","Third-line ART regimen","Third-line ART regimen for people living with HIV (Not defined by WHO. National programmes should develop policies for third-line ART)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE89
",,,,"HIVD.thirdLineArtRegimen",1,1,"",""
"HIVD.artRegimen","HIVD.artRegimen","","","",1,1,"","","","string {[]} {[]}
","ART regimen","List of ART regimens","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE90
",,,,"HIVD.artRegimen",1,1,"",""
"HIVD.abc3TcAtvR","HIVD.abc3TcAtvR","","","",1,1,"","","","string {[]} {[]}
","ABC + 3TC + ATV/r","Regimen containing abacavir, lamivudine, and atazanavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE91
",,,,"HIVD.abc3TcAtvR",1,1,"",""
"HIVD.abc3TcDtg","HIVD.abc3TcDtg","","","",1,1,"","","","string {[]} {[]}
","ABC + 3TC + DTG","Regimen containing abacavir, lamivudine, and dolutegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE92
",,,,"HIVD.abc3TcDtg",1,1,"",""
"HIVD.abc3TcEfv","HIVD.abc3TcEfv","","","",1,1,"","","","string {[]} {[]}
","ABC + 3TC + EFV","Regimen containing abacavir, lamivudine, and efavarinez","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE93
",,,,"HIVD.abc3TcEfv",1,1,"",""
"HIVD.abc3TcLpvR","HIVD.abc3TcLpvR","","","",1,1,"","","","string {[]} {[]}
","ABC + 3TC + LPV/r","Regimen containing abacavir, lamivudine, and lopinavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE94
",,,,"HIVD.abc3TcLpvR",1,1,"",""
"HIVD.abc3TcNvp","HIVD.abc3TcNvp","","","",1,1,"","","","string {[]} {[]}
","ABC + 3TC + NVP","Regimen containing abacavir, lamivudine, and nevirapine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE95
",,,,"HIVD.abc3TcNvp",1,1,"",""
"HIVD.abc3TcRal","HIVD.abc3TcRal","","","",1,1,"","","","string {[]} {[]}
","ABC + 3TC + RAL","Regimen containing abacavir, lamivudine, and raltegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE96
",,,,"HIVD.abc3TcRal",1,1,"",""
"HIVD.azt3TcAtvR","HIVD.azt3TcAtvR","","","",1,1,"","","","string {[]} {[]}
","AZT + 3TC + ATV/r","Regimen containing zidovudine, lamivudine, and atazanavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE97
",,,,"HIVD.azt3TcAtvR",1,1,"",""
"HIVD.azt3TcDrvR","HIVD.azt3TcDrvR","","","",1,1,"","","","string {[]} {[]}
","AZT + 3TC + DRV/r","Regimen containing zidovudine, lamivudine, and darunavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE98
",,,,"HIVD.azt3TcDrvR",1,1,"",""
"HIVD.azt3TcDtg","HIVD.azt3TcDtg","","","",1,1,"","","","string {[]} {[]}
","AZT + 3TC + DTG","Regimen containing zidovudine, lamivudine, and dolutegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE99
",,,,"HIVD.azt3TcDtg",1,1,"",""
"HIVD.azt3TcEfv","HIVD.azt3TcEfv","","","",1,1,"","","","string {[]} {[]}
","AZT + 3TC + EFV","Regimen containing zidovudine, lamivudine, and efavirenz","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE100
",,,,"HIVD.azt3TcEfv",1,1,"",""
"HIVD.azt3TcEfv600Mg","HIVD.azt3TcEfv600Mg","","","",1,1,"","","","string {[]} {[]}
","AZT + 3TC + EFV 600 mg","Regimen containing zidovudine, lamivudine, and efavirenz 600 mg","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE101
",,,,"HIVD.azt3TcEfv600Mg",1,1,"",""
"HIVD.azt3TcLpvR","HIVD.azt3TcLpvR","","","",1,1,"","","","string {[]} {[]}
","AZT + 3TC + LPV/r","Regimen containing zidovudine, lamivudine, and lopinavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE102
",,,,"HIVD.azt3TcLpvR",1,1,"",""
"HIVD.azt3TcNvp","HIVD.azt3TcNvp","","","",1,1,"","","","string {[]} {[]}
","AZT + 3TC + NVP","Regimen containing zidovudine, lamivudine, and nevirapine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE103
",,,,"HIVD.azt3TcNvp",1,1,"",""
"HIVD.azt3TcRal","HIVD.azt3TcRal","","","",1,1,"","","","string {[]} {[]}
","AZT + 3TC + RAL","Regimen containing zidovudine, lamivudine, and raltegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE104
",,,,"HIVD.azt3TcRal",1,1,"",""
"HIVD.taf3TcDtg","HIVD.taf3TcDtg","","","",1,1,"","","","string {[]} {[]}
","TAF + 3TC + DTG","Regimen containing tenofovir alafenamide, lamivudine, and dolutegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE105
",,,,"HIVD.taf3TcDtg",1,1,"",""
"HIVD.tafFtcDtg","HIVD.tafFtcDtg","","","",1,1,"","","","string {[]} {[]}
","TAF + FTC + DTG","Regimen containing tenofovir alafenamide, emtricitabine, and dolutegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE106
",,,,"HIVD.tafFtcDtg",1,1,"",""
"HIVD.tdf3TcAtvR","HIVD.tdf3TcAtvR","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC + ATV/r","Regimen containing tenofovir disoproxil fumarate, lamivudine, and atazanavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE107
",,,,"HIVD.tdf3TcAtvR",1,1,"",""
"HIVD.tdf3TcDrvR","HIVD.tdf3TcDrvR","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC + DRV/r","Regimen containing tenofovir disoproxil fumarate, lamivudine, and darunavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE108
",,,,"HIVD.tdf3TcDrvR",1,1,"",""
"HIVD.tdf3TcDtg","HIVD.tdf3TcDtg","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC + DTG","Regimen containing tenofovir disoproxil fumarate, lamivudine, and dolutegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE109
",,,,"HIVD.tdf3TcDtg",1,1,"",""
"HIVD.tdf3TcEfv","HIVD.tdf3TcEfv","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC + EFV","Regimen containing tenofovir disoproxil fumarate, lamivudine, and efavirenz","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE110
",,,,"HIVD.tdf3TcEfv",1,1,"",""
"HIVD.tdf3TcEfv400Mg","HIVD.tdf3TcEfv400Mg","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC + EFV 400 mg","Regimen containing tenofovir disoproxil fumarate, lamivudine, and efavirenz (400 mg)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE111
",,,,"HIVD.tdf3TcEfv400Mg",1,1,"",""
"HIVD.tdf3TcEfv600Mg","HIVD.tdf3TcEfv600Mg","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC + EFV 600 mg","Regimen containing tenofovir disoproxil fumarate, lamivudine, and efavirenz (600 mg)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE112
",,,,"HIVD.tdf3TcEfv600Mg",1,1,"",""
"HIVD.tdf3TcLpvR","HIVD.tdf3TcLpvR","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC + LPV/r","Regimen containing tenofovir disoproxil fumarate, lamivudine, and lopinavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE113
",,,,"HIVD.tdf3TcLpvR",1,1,"",""
"HIVD.tdf3TcNvp","HIVD.tdf3TcNvp","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC + NVP","Regimen containing tenofovir disoproxil fumarate, lamivudine, and nevirapine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE114
",,,,"HIVD.tdf3TcNvp",1,1,"",""
"HIVD.tdf3TcPiR","HIVD.tdf3TcPiR","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC + PI/r","Regimen containing tenofovir disoproxil fumarate, lamivudine, and a boosted protease inhibitor","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE115
",,,,"HIVD.tdf3TcPiR",1,1,"",""
"HIVD.tdf3TcRal","HIVD.tdf3TcRal","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC + RAL","Regimen containing tenofovir disoproxil fumarate, lamivudine, and raltegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE116
",,,,"HIVD.tdf3TcRal",1,1,"",""
"HIVD.tdfFtcAtvR","HIVD.tdfFtcAtvR","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC + ATV/r","Regimen containing tenofovir disoproxil fumarate, emtricitabine, and atazanavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE117
",,,,"HIVD.tdfFtcAtvR",1,1,"",""
"HIVD.tdfFtcDrvR","HIVD.tdfFtcDrvR","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC + DRV/r","Regimen containing tenofovir disoproxil fumarate, emtricitabine, and darunavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE118
",,,,"HIVD.tdfFtcDrvR",1,1,"",""
"HIVD.tdfFtcDtg","HIVD.tdfFtcDtg","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC + DTG","Regimen containing tenofovir disoproxil fumarate, emtricitabine, and dolutegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE119
",,,,"HIVD.tdfFtcDtg",1,1,"",""
"HIVD.tdfFtcEfv","HIVD.tdfFtcEfv","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC + EFV","Regimen containing tenofovir disoproxil fumarate, emtricitabine, and efavirenz","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE120
",,,,"HIVD.tdfFtcEfv",1,1,"",""
"HIVD.tdfFtcEfv600Mg","HIVD.tdfFtcEfv600Mg","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC + EFV 600 mg","Regimen containing tenofovir disoproxil fumarate, emtricitabine, and efavirenz (600 mg)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE121
",,,,"HIVD.tdfFtcEfv600Mg",1,1,"",""
"HIVD.tdfFtcLpvR","HIVD.tdfFtcLpvR","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC + LPV/r","Regimen containing tenofovir disoproxil fumarate, emtricitabine, and lopinavir/ritonavir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE122
",,,,"HIVD.tdfFtcLpvR",1,1,"",""
"HIVD.tdfFtcNvp","HIVD.tdfFtcNvp","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC + NVP","Regimen containing tenofovir disoproxil fumarate, emtricitabine, and nevirapine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE123
",,,,"HIVD.tdfFtcNvp",1,1,"",""
"HIVD.tdfFtcPiR","HIVD.tdfFtcPiR","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC + PI/r","Regimen containing tenofovir disoproxil fumarate, emtricitabine, and a boosted protease inhibitor","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE124
",,,,"HIVD.tdfFtcPiR",1,1,"",""
"HIVD.tdfFtcRal","HIVD.tdfFtcRal","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC + RAL","Regimen containing tenofovir disoproxil fumarate, emtricitabine, and raltegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE125
",,,,"HIVD.tdfFtcRal",1,1,"",""
"HIVD.artOther","HIVD.artOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other regimen based upon WHO recommendations","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE126
",,,,"HIVD.artOther",1,1,"",""
"HIVD.artOtherSpecify","HIVD.artOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Other regimen based upon WHO recommendations (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE127
",,,,"HIVD.artOtherSpecify",1,1,"",""
"HIVD.artRegimenComposition","HIVD.artRegimenComposition","","","",1,1,"","","","string {[]} {[]}
","ART regimen composition","Drug composition of clients current ART regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE128
",,,,"HIVD.artRegimenComposition",1,1,"",""
"HIVD.abc","HIVD.abc","","","",1,1,"","","","string {[]} {[]}
","ABC","Treated with abacavir (ABC)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE129
",,,,"HIVD.abc",1,1,"",""
"HIVD.ftc","HIVD.ftc","","","",1,1,"","","","string {[]} {[]}
","FTC","Treated with emtricitabine (FTC)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE130
",,,,"HIVD.ftc",1,1,"",""
"HIVD.threeTc","HIVD.threeTc","","","",1,1,"","","","string {[]} {[]}
","3TC","Treated with lamivudine (3TC)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE131
",,,,"HIVD.threeTc",1,1,"",""
"HIVD.azt","HIVD.azt","","","",1,1,"","","","string {[]} {[]}
","AZT","Treated with zidovudine (AZT)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE132
",,,,"HIVD.azt",1,1,"",""
"HIVD.ddi","HIVD.ddi","","","",1,1,"","","","string {[]} {[]}
","DDI","Treated with didanosine (DDI)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE133
",,,,"HIVD.ddi",1,1,"",""
"HIVD.d4t","HIVD.d4t","","","",1,1,"","","","string {[]} {[]}
","D4T","Treated with stavudine (D4T)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE134
",,,,"HIVD.d4t",1,1,"",""
"HIVD.tdf","HIVD.tdf","","","",1,1,"","","","string {[]} {[]}
","TDF","Treated with tenofovir (TDF)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE135
",,,,"HIVD.tdf",1,1,"",""
"HIVD.efv","HIVD.efv","","","",1,1,"","","","string {[]} {[]}
","EFV","Treated with efavirenz (EFV)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE136
",,,,"HIVD.efv",1,1,"",""
"HIVD.etv","HIVD.etv","","","",1,1,"","","","string {[]} {[]}
","ETV","Treated with etravirine (ETV)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE137
",,,,"HIVD.etv",1,1,"",""
"HIVD.nvp","HIVD.nvp","","","",1,1,"","","","string {[]} {[]}
","NVP","Treated with nevirapine (NVP)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE138
",,,,"HIVD.nvp",1,1,"",""
"HIVD.ril","HIVD.ril","","","",1,1,"","","","string {[]} {[]}
","RIL","Treated with rilpivirine (RIL)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE139
",,,,"HIVD.ril",1,1,"",""
