"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVA","HIVA","HIVA","","","",0,*,"","","","null {[]} {[]}
","HIV.A Registration Logical Model","Logical Model for HIV.A Registration data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVB","HIVB.expectedDateOfDeliveryEdd","HIVB.expectedDateOfDeliveryEdd","","","",1,1,"","","","string {[]} {[]}
","Expected date of delivery (EDD)","Expected date of delivery based on gestational age","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE31
",,,,"HIVB.expectedDateOfDeliveryEdd",1,1,"",""
"HIVB","HIVB.breastfeeding","HIVB.breastfeeding","","","",1,1,"","","","string {[]} {[]}
","Breastfeeding","Infant is being breastfed by mother","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE32
",,,,"HIVB.breastfeeding",1,1,"",""
"HIVB","HIVB.partnerHivStatusReported","HIVB.partnerHivStatusReported","","","",1,1,"","","","string {[]} {[]}
","Partner HIV status (reported)","The HIV status of the clients partner.","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE33
",,,,"HIVB.partnerHivStatusReported",1,1,"",""
"HIVB","HIVB.cpHivPositive","HIVB.cpHivPositive","","","",1,1,"","","","string {[]} {[]}
","HIV-positive","Clients partner is HIV-positive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE34
",,,,"HIVB.cpHivPositive",1,1,"",""
"HIVB","HIVB.cpHivNegative","HIVB.cpHivNegative","","","",1,1,"","","","string {[]} {[]}
","HIV-negative","Clients partner is HIV-negative","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE35
",,,,"HIVB.cpHivNegative",1,1,"",""
"HIVB","HIVB.cpUnknown","HIVB.cpUnknown","","","",1,1,"","","","string {[]} {[]}
","Unknown","Dont know HIV status - client does not know partners HIV status","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE36
",,,,"HIVB.cpUnknown",1,1,"",""
"HIVB","HIVB.partnerIsFromAKeyPopulation","HIVB.partnerIsFromAKeyPopulation","","","",1,1,"","","","string {[]} {[]}
","Partner is from a key population*","Clients partner is a member of a key population, that has an increased risk of HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE37
",,,,"HIVB.partnerIsFromAKeyPopulation",1,1,"",""
"HIVB","HIVB.sexWorker","HIVB.sexWorker","","","",1,1,"","","","string {[]} {[]}
","Sex worker","Clients partner is a sex worker","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE38
",,,,"HIVB.sexWorker",1,1,"",""
"HIVB","HIVB.menWhoHaveSexWithMen","HIVB.menWhoHaveSexWithMen","","","",1,1,"","","","string {[]} {[]}
","Men who have sex with men","Clients partner is a man who has sex with men","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE39
",,,,"HIVB.menWhoHaveSexWithMen",1,1,"",""
"HIVB","HIVB.transgenderPeople","HIVB.transgenderPeople","","","",1,1,"","","","string {[]} {[]}
","Transgender people","Clients partner is transgender","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE40
",,,,"HIVB.transgenderPeople",1,1,"",""
"HIVB","HIVB.peopleWhoInjectDrugs","HIVB.peopleWhoInjectDrugs","","","",1,1,"","","","string {[]} {[]}
","People who inject drugs","Clients partner is a person who injects drugs","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE41
",,,,"HIVB.peopleWhoInjectDrugs",1,1,"",""
"HIVB","HIVB.peopleLivingInPrisonsAndOtherClosedSettings","HIVB.peopleLivingInPrisonsAndOtherClosedSettings","","","",1,1,"","","","string {[]} {[]}
","People living in prisons and other closed settings","Clients partner lives in a prison or other closed setting","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE42
",,,,"HIVB.peopleLivingInPrisonsAndOtherClosedSettings",1,1,"",""
"HIVB","HIVB.hasUsedAnHivSelfTestBeforeReported","HIVB.hasUsedAnHivSelfTestBeforeReported","","","",1,1,"","","","string {[]} {[]}
","Has used an HIV self-test before (reported)","The client reported having used an HIV self-test before","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE43
",,,,"HIVB.hasUsedAnHivSelfTestBeforeReported",1,1,"",""
"HIVB","HIVB.hivSelfTestResult","HIVB.hivSelfTestResult","","","",1,1,"","","","string {[]} {[]}
","HIV self-test result","Results from the reported HIV self-test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE44
",,,,"HIVB.hivSelfTestResult",1,1,"",""
"HIVB","HIVB.hstReactive","HIVB.hstReactive","","","",1,1,"","","","string {[]} {[]}
","Reactive","The HIV self-test was reactive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE45
",,,,"HIVB.hstReactive",1,1,"",""
"HIVB","HIVB.hstNonReactive","HIVB.hstNonReactive","","","",1,1,"","","","string {[]} {[]}
","Non-reactive","The HIV self-test was non-reactive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE46
",,,,"HIVB.hstNonReactive",1,1,"",""
"HIVB","HIVB.hstInvalid","HIVB.hstInvalid","","","",1,1,"","","","string {[]} {[]}
","Invalid","The HIV self-test was invalid","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE47
",,,,"HIVB.hstInvalid",1,1,"",""
"HIVB","HIVB.dateOfHivSelfTest","HIVB.dateOfHivSelfTest","","","",1,1,"","","","string {[]} {[]}
","Date of HIV self-test","Date when the HIV self-test was conducted","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE48
",,,,"HIVB.dateOfHivSelfTest",1,1,"",""
"HIVB","HIVB.keyPopulationMember","HIVB.keyPopulationMember","","","",1,1,"","","","string {[]} {[]}
","Key population member*","Client is a member of a key population that has an increased risk of HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE49
",,,,"HIVB.keyPopulationMember",1,1,"",""
"HIVB","HIVB.keyPopulationMemberType","HIVB.keyPopulationMemberType","","","",1,1,"","","","string {[]} {[]}
","Key population member type*","The type of key population that the client is included in","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE50
",,,,"HIVB.keyPopulationMemberType",1,1,"",""
"HIVB","HIVB.kpSexWorker","HIVB.kpSexWorker","","","",1,1,"","","","string {[]} {[]}
","Sex worker","Client is a sex worker","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE51
",,,,"HIVB.kpSexWorker",1,1,"",""
"HIVB","HIVB.kpMenWhoHaveSexWithMen","HIVB.kpMenWhoHaveSexWithMen","","","",1,1,"","","","string {[]} {[]}
","Men who have sex with men","Client is a man who has sex with men","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE52
",,,,"HIVB.kpMenWhoHaveSexWithMen",1,1,"",""
"HIVB","HIVB.kpTransgenderPeople","HIVB.kpTransgenderPeople","","","",1,1,"","","","string {[]} {[]}
","Transgender people","Client is transgender","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE53
",,,,"HIVB.kpTransgenderPeople",1,1,"",""
"HIVB","HIVB.kpTeopleWhoInjectDrugs","HIVB.kpTeopleWhoInjectDrugs","","","",1,1,"","","","string {[]} {[]}
","People who inject drugs","Client is a person who injects drugs","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE54
",,,,"HIVB.kpTeopleWhoInjectDrugs",1,1,"",""
"HIVB","HIVB.kpPeopleLivingInPrisonsAndOtherClosedSettings","HIVB.kpPeopleLivingInPrisonsAndOtherClosedSettings","","","",1,1,"","","","string {[]} {[]}
","People living in prisons and other closed settings","Client lives in a prison or another closed setting","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE55
",,,,"HIVB.kpPeopleLivingInPrisonsAndOtherClosedSettings",1,1,"",""
"HIVB","HIVB.kpAdolescentGirl","HIVB.kpAdolescentGirl","","","",1,1,"","","","string {[]} {[]}
","Adolescent girl","Calculated field based on age and gender, if client is 10 years or older and under 20 years old","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE56
",,,,"HIVB.kpAdolescentGirl",1,1,"",""
"HIVB","HIVB.kpYoungWoman","HIVB.kpYoungWoman","","","",1,1,"","","","string {[]} {[]}
","Young woman","Calculated field based on age and gender, if client is 20 years or older and under 25 years old","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE57
",,,,"HIVB.kpYoungWoman",1,1,"",""
"HIVB","HIVB.kpOrphanOrVulnerableChild","HIVB.kpOrphanOrVulnerableChild","","","",1,1,"","","","string {[]} {[]}
","Orphan or vulnerable child","Client considered an orphan or vulnerable child","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE58
",,,,"HIVB.kpOrphanOrVulnerableChild",1,1,"",""
"HIVB","HIVB.informedOfHivTestResult","HIVB.informedOfHivTestResult","","","",1,1,"","","","string {[]} {[]}
","Informed of HIV test result","Client has been informed of their HIV test result","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE59
",,,,"HIVB.informedOfHivTestResult",1,1,"",""
"HIVB","HIVB.dateHivTestResultsReturned","HIVB.dateHivTestResultsReturned","","","",1,1,"","","","string {[]} {[]}
","Date HIV test results returned","Date HIV test result returned to client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE60
",,,,"HIVB.dateHivTestResultsReturned",1,1,"",""
"HIVB","HIVB.hivExposureType","HIVB.hivExposureType","","","",1,1,"","","","string {[]} {[]}
","HIV exposure type*","Ways in which the client was exposed to HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE61
",,,,"HIVB.hivExposureType",1,1,"",""
"HIVB","HIVB.occupational","HIVB.occupational","","","",1,1,"","","","string {[]} {[]}
","Occupational","Occupational exposure to HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE62
",,,,"HIVB.occupational",1,1,"",""
"HIVB","HIVB.nonOccupationalViolent","HIVB.nonOccupationalViolent","","","",1,1,"","","","string {[]} {[]}
","Non-occupational violent","Non-occupational violent exposure to HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE63
",,,,"HIVB.nonOccupationalViolent",1,1,"",""
"HIVB","HIVB.nonOccupationalConsensualSex","HIVB.nonOccupationalConsensualSex","","","",1,1,"","","","string {[]} {[]}
","Non-occupational consensual sex","Exposure to HIV through non-occupational consensual sex","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE64
",,,,"HIVB.nonOccupationalConsensualSex",1,1,"",""
"HIVB","HIVB.dateInformedOfHivPositiveDiagnosis","HIVB.dateInformedOfHivPositiveDiagnosis","","","",1,1,"","","","string {[]} {[]}
","Date informed of HIV-positive diagnosis","The date on which the client was diagnosed with HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE65
",,,,"HIVB.dateInformedOfHivPositiveDiagnosis",1,1,"",""
"HIVB","HIVB.hivDiagnosingFacility","HIVB.hivDiagnosingFacility","","","",1,1,"","","","string {[]} {[]}
","HIV diagnosing facility","The facility where the client received an HIV-positive diagnosis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE66
",,,,"HIVB.hivDiagnosingFacility",1,1,"",""
"HIVB","HIVB.dateOfFirstPositiveTestIndicativeOfHivDiagnosis","HIVB.dateOfFirstPositiveTestIndicativeOfHivDiagnosis","","","",1,1,"","","","string {[]} {[]}
","Date of first positive test indicative of HIV diagnosis","Earliest date of HIV diagnosis determined according to the national HIV testing algorithm","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE67
",,,,"HIVB.dateOfFirstPositiveTestIndicativeOfHivDiagnosis",1,1,"",""
"HIVB","HIVB.hivSerotype","HIVB.hivSerotype","","","",1,1,"","","","string {[]} {[]}
","HIV serotype","The clients HIV serotype","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE68
",,,,"HIVB.hivSerotype",1,1,"",""
"HIVB","HIVB.hiv1","HIVB.hiv1","","","",1,1,"","","","string {[]} {[]}
","HIV-1","The client has HIV-1","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE69
",,,,"HIVB.hiv1",1,1,"",""
"HIVB","HIVB.hiv2","HIVB.hiv2","","","",1,1,"","","","string {[]} {[]}
","HIV-2","The client has HIV-2","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE70
",,,,"HIVB.hiv2",1,1,"",""
"HIVB","HIVB.hivDiagnosisDate","HIVB.hivDiagnosisDate","","","",1,1,"","","","string {[]} {[]}
","HIV diagnosis date","Date diagnosis was returned to client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE71
",,,,"HIVB.hivDiagnosisDate",1,1,"",""
"HIVB","HIVB.artStartDate","HIVB.artStartDate","","","",1,1,"","","","string {[]} {[]}
","ART start date","The date on which the client started or restarted antiretroviral therapy (ART)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE72
",,,,"HIVB.artStartDate",1,1,"",""
"HIVB","HIVB.ageAtDiagnosis","HIVB.ageAtDiagnosis","","","",1,1,"","","","string {[]} {[]}
","Age at diagnosis","The clients age (in years) when given an HIV diagnosis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE73
",,,,"HIVB.ageAtDiagnosis",1,1,"",""
"HIVB","HIVB.typeOfContactElicited","HIVB.typeOfContactElicited","","","",1,1,"","","","string {[]} {[]}
","Type of contact elicited","Clients relationship to the contact identified for voluntary partner services or family services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE74
",,,,"HIVB.typeOfContactElicited",1,1,"",""
"HIVB","HIVB.tceBiologicalChild","HIVB.tceBiologicalChild","","","",1,1,"","","","string {[]} {[]}
","Biological child","Contact identified for family services is the biological child of the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE75
",,,,"HIVB.tceBiologicalChild",1,1,"",""
"HIVB","HIVB.tceDrugInjectingPartner","HIVB.tceDrugInjectingPartner","","","",1,1,"","","","string {[]} {[]}
","Drug-injecting partner","Contact identified for partner services is a drug-injecting partner of the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE76
",,,,"HIVB.tceDrugInjectingPartner",1,1,"",""
"HIVB","HIVB.tceSexualPartner","HIVB.tceSexualPartner","","","",1,1,"","","","string {[]} {[]}
","Sexual partner","Contact identified for partner services is a sexual partner of the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE77
",,,,"HIVB.tceSexualPartner",1,1,"",""
"HIVB","HIVB.tceSocialContact","HIVB.tceSocialContact","","","",1,1,"","","","string {[]} {[]}
","Social contact","Contact identified for social-network services is a social contact of the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE78
",,,,"HIVB.tceSocialContact",1,1,"",""
"HIVB","HIVB.hivTestOrdered","HIVB.hivTestOrdered","","","",1,1,"","","","string {[]} {[]}
","HIV test ordered","An HIV test of the client was ordered by the provider","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE79
",,,,"HIVB.hivTestOrdered",1,1,"",""
"HIVB","HIVB.hivTestConducted","HIVB.hivTestConducted","","","",1,1,"","","","string {[]} {[]}
","HIV test conducted","An HIV test was performed on the client during the visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE80
",,,,"HIVB.hivTestConducted",1,1,"",""
"HIVB","HIVB.hivTestType","HIVB.hivTestType","","","",1,1,"","","","string {[]} {[]}
","HIV test type","Type of HIV test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE81
",,,,"HIVB.hivTestType",1,1,"",""
"HIVB","HIVB.rapidDiagnosticTestForHiv","HIVB.rapidDiagnosticTestForHiv","","","",1,1,"","","","string {[]} {[]}
","Rapid diagnostic test for HIV","Antibody test for HIV performed with a rapid diagnostic","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE82
",,,,"HIVB.rapidDiagnosticTestForHiv",1,1,"",""
"HIVB","HIVB.enzymeImmunoassayForHiv","HIVB.enzymeImmunoassayForHiv","","","",1,1,"","","","string {[]} {[]}
","Enzyme immunoassay for HIV","Antibody test for HIV performed with an enzyme immunoassay","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.B#DE83
",,,,"HIVB.enzymeImmunoassayForHiv",1,1,"",""
